dags,kyn,rekstrarform,starfandi,bakgrunnur,tegund
2011-09-01,Alls,Alls starfandi,16303,Innflytjendur,Annad
2011-09-01,Karlar,Alls starfandi,84623,Alls,Annad
2011-09-01,Karlar,Alls starfandi,76648,Íslenskur bakgrunnur,Annad
2011-09-01,Karlar,Alls starfandi,7975,Innflytjendur,Annad
2011-09-01,Konur,Alls starfandi,80098,Alls,Annad
2011-09-01,Konur,Alls starfandi,71770,Íslenskur bakgrunnur,Annad
2011-09-01,Konur,Alls starfandi,8328,Innflytjendur,Annad
2011-10-01,Alls,Alls starfandi,160979,Alls,Annad
2011-10-01,Alls,Alls starfandi,144886,Íslenskur bakgrunnur,Annad
2011-10-01,Alls,Alls starfandi,16093,Innflytjendur,Annad
2011-10-01,Karlar,Alls starfandi,82798,Alls,Annad
2011-10-01,Karlar,Alls starfandi,74876,Íslenskur bakgrunnur,Annad
2011-10-01,Karlar,Alls starfandi,7922,Innflytjendur,Annad
2011-10-01,Konur,Alls starfandi,78179,Alls,Annad
2011-10-01,Konur,Alls starfandi,70008,Íslenskur bakgrunnur,Annad
2011-10-01,Konur,Alls starfandi,8171,Innflytjendur,Annad
2011-11-01,Alls,Alls starfandi,161295,Alls,Annad
2011-11-01,Alls,Alls starfandi,145277,Íslenskur bakgrunnur,Annad
2011-11-01,Alls,Alls starfandi,16018,Innflytjendur,Annad
2011-11-01,Karlar,Alls starfandi,82787,Alls,Annad
2011-11-01,Karlar,Alls starfandi,74962,Íslenskur bakgrunnur,Annad
2011-11-01,Karlar,Alls starfandi,7825,Innflytjendur,Annad
2011-11-01,Konur,Alls starfandi,78507,Alls,Annad
2011-11-01,Konur,Alls starfandi,70314,Íslenskur bakgrunnur,Annad
2011-11-01,Konur,Alls starfandi,8193,Innflytjendur,Annad
2011-12-01,Alls,Alls starfandi,162922,Alls,Annad
2011-12-01,Alls,Alls starfandi,147158,Íslenskur bakgrunnur,Annad
2011-12-01,Alls,Alls starfandi,15764,Innflytjendur,Annad
2011-12-01,Karlar,Alls starfandi,83743,Alls,Annad
2011-12-01,Karlar,Alls starfandi,76105,Íslenskur bakgrunnur,Annad
2011-12-01,Karlar,Alls starfandi,7638,Innflytjendur,Annad
2011-12-01,Konur,Alls starfandi,79177,Alls,Annad
2011-12-01,Konur,Alls starfandi,71051,Íslenskur bakgrunnur,Annad
2011-12-01,Konur,Alls starfandi,8126,Innflytjendur,Annad
2012-01-01,Alls,Alls starfandi,157676,Alls,Annad
2012-01-01,Alls,Alls starfandi,142520,Íslenskur bakgrunnur,Annad
2012-01-01,Alls,Alls starfandi,15156,Innflytjendur,Annad
2012-01-01,Karlar,Alls starfandi,80213,Alls,Annad
2012-01-01,Karlar,Alls starfandi,72949,Íslenskur bakgrunnur,Annad
2012-01-01,Karlar,Alls starfandi,7264,Innflytjendur,Annad
2012-01-01,Konur,Alls starfandi,77461,Alls,Annad
2012-01-01,Konur,Alls starfandi,69569,Íslenskur bakgrunnur,Annad
2012-01-01,Konur,Alls starfandi,7892,Innflytjendur,Annad
2012-02-01,Alls,Alls starfandi,157869,Alls,Annad
2012-02-01,Alls,Alls starfandi,142539,Íslenskur bakgrunnur,Annad
2012-02-01,Alls,Alls starfandi,15330,Innflytjendur,Annad
2012-02-01,Karlar,Alls starfandi,80721,Alls,Annad
2012-02-01,Karlar,Alls starfandi,73321,Íslenskur bakgrunnur,Annad
2012-02-01,Karlar,Alls starfandi,7400,Innflytjendur,Annad
2012-02-01,Konur,Alls starfandi,77146,Alls,Annad
2012-02-01,Konur,Alls starfandi,69216,Íslenskur bakgrunnur,Annad
2012-02-01,Konur,Alls starfandi,7930,Innflytjendur,Annad
2012-03-01,Alls,Alls starfandi,158698,Alls,Annad
2012-03-01,Alls,Alls starfandi,143112,Íslenskur bakgrunnur,Annad
2012-03-01,Alls,Alls starfandi,15586,Innflytjendur,Annad
2012-03-01,Karlar,Alls starfandi,81258,Alls,Annad
2012-03-01,Karlar,Alls starfandi,73683,Íslenskur bakgrunnur,Annad
2012-03-01,Karlar,Alls starfandi,7575,Innflytjendur,Annad
2012-03-01,Konur,Alls starfandi,77438,Alls,Annad
2012-03-01,Konur,Alls starfandi,69427,Íslenskur bakgrunnur,Annad
2012-03-01,Konur,Alls starfandi,8011,Innflytjendur,Annad
2012-04-01,Alls,Alls starfandi,160155,Alls,Annad
2012-04-01,Alls,Alls starfandi,144374,Íslenskur bakgrunnur,Annad
2012-04-01,Alls,Alls starfandi,15781,Innflytjendur,Annad
2012-04-01,Karlar,Alls starfandi,82187,Alls,Annad
2012-04-01,Karlar,Alls starfandi,74515,Íslenskur bakgrunnur,Annad
2012-04-01,Karlar,Alls starfandi,7672,Innflytjendur,Annad
2012-04-01,Konur,Alls starfandi,77966,Alls,Annad
2012-04-01,Konur,Alls starfandi,69857,Íslenskur bakgrunnur,Annad
2012-04-01,Konur,Alls starfandi,8109,Innflytjendur,Annad
2012-05-01,Alls,Alls starfandi,166664,Alls,Annad
2012-05-01,Alls,Alls starfandi,150297,Íslenskur bakgrunnur,Annad
2012-05-01,Alls,Alls starfandi,16367,Innflytjendur,Annad
2012-05-01,Karlar,Alls starfandi,85950,Alls,Annad
2012-05-01,Karlar,Alls starfandi,77951,Íslenskur bakgrunnur,Annad
2012-05-01,Karlar,Alls starfandi,7999,Innflytjendur,Annad
2012-05-01,Konur,Alls starfandi,80712,Alls,Annad
2012-05-01,Konur,Alls starfandi,72344,Íslenskur bakgrunnur,Annad
2012-05-01,Konur,Alls starfandi,8368,Innflytjendur,Annad
2012-06-01,Alls,Alls starfandi,178060,Alls,Annad
2012-06-01,Alls,Alls starfandi,161272,Íslenskur bakgrunnur,Annad
2012-06-01,Alls,Alls starfandi,16788,Innflytjendur,Annad
2012-06-01,Karlar,Alls starfandi,92247,Alls,Annad
2012-06-01,Karlar,Alls starfandi,84027,Íslenskur bakgrunnur,Annad
2012-06-01,Karlar,Alls starfandi,8220,Innflytjendur,Annad
2012-06-01,Konur,Alls starfandi,85811,Alls,Annad
2012-06-01,Konur,Alls starfandi,77243,Íslenskur bakgrunnur,Annad
2012-06-01,Konur,Alls starfandi,8568,Innflytjendur,Annad
2012-07-01,Alls,Alls starfandi,179861,Alls,Annad
2012-07-01,Alls,Alls starfandi,163188,Íslenskur bakgrunnur,Annad
2012-07-01,Alls,Alls starfandi,16673,Innflytjendur,Annad
2012-07-01,Karlar,Alls starfandi,93834,Alls,Annad
2012-07-01,Karlar,Alls starfandi,85664,Íslenskur bakgrunnur,Annad
2012-07-01,Karlar,Alls starfandi,8170,Innflytjendur,Annad
2012-07-01,Konur,Alls starfandi,86025,Alls,Annad
2012-07-01,Konur,Alls starfandi,77522,Íslenskur bakgrunnur,Annad
2012-07-01,Konur,Alls starfandi,8503,Innflytjendur,Annad
2012-08-01,Alls,Alls starfandi,175919,Alls,Annad
2012-08-01,Alls,Alls starfandi,159084,Íslenskur bakgrunnur,Annad
2012-08-01,Alls,Alls starfandi,16835,Innflytjendur,Annad
2012-08-01,Karlar,Alls starfandi,91482,Alls,Annad
2012-08-01,Karlar,Alls starfandi,83225,Íslenskur bakgrunnur,Annad
2012-08-01,Karlar,Alls starfandi,8257,Innflytjendur,Annad
2012-08-01,Konur,Alls starfandi,84436,Alls,Annad
2012-08-01,Konur,Alls starfandi,75858,Íslenskur bakgrunnur,Annad
2012-08-01,Konur,Alls starfandi,8578,Innflytjendur,Annad
2012-09-01,Alls,Alls starfandi,167883,Alls,Annad
2012-09-01,Alls,Alls starfandi,150524,Íslenskur bakgrunnur,Annad
2012-09-01,Alls,Alls starfandi,17359,Innflytjendur,Annad
2012-09-01,Karlar,Alls starfandi,86524,Alls,Annad
2012-09-01,Karlar,Alls starfandi,77920,Íslenskur bakgrunnur,Annad
2012-09-01,Karlar,Alls starfandi,8604,Innflytjendur,Annad
2012-09-01,Konur,Alls starfandi,81359,Alls,Annad
2012-09-01,Konur,Alls starfandi,72604,Íslenskur bakgrunnur,Annad
2012-09-01,Konur,Alls starfandi,8755,Innflytjendur,Annad
2012-10-01,Alls,Alls starfandi,164629,Alls,Annad
2012-10-01,Alls,Alls starfandi,147474,Íslenskur bakgrunnur,Annad
2012-10-01,Alls,Alls starfandi,17155,Innflytjendur,Annad
2012-10-01,Karlar,Alls starfandi,85012,Alls,Annad
2012-10-01,Karlar,Alls starfandi,76458,Íslenskur bakgrunnur,Annad
2012-10-01,Karlar,Alls starfandi,8554,Innflytjendur,Annad
2012-10-01,Konur,Alls starfandi,79616,Alls,Annad
2012-10-01,Konur,Alls starfandi,71015,Íslenskur bakgrunnur,Annad
2012-10-01,Konur,Alls starfandi,8601,Innflytjendur,Annad
2012-11-01,Alls,Alls starfandi,165482,Alls,Annad
2012-11-01,Alls,Alls starfandi,148382,Íslenskur bakgrunnur,Annad
2012-11-01,Alls,Alls starfandi,17100,Innflytjendur,Annad
2012-11-01,Karlar,Alls starfandi,85318,Alls,Annad
2012-11-01,Karlar,Alls starfandi,76842,Íslenskur bakgrunnur,Annad
2012-11-01,Karlar,Alls starfandi,8476,Innflytjendur,Annad
2012-11-01,Konur,Alls starfandi,80163,Alls,Annad
2012-11-01,Konur,Alls starfandi,71539,Íslenskur bakgrunnur,Annad
2012-11-01,Konur,Alls starfandi,8624,Innflytjendur,Annad
2012-12-01,Alls,Alls starfandi,165975,Alls,Annad
2012-12-01,Alls,Alls starfandi,149226,Íslenskur bakgrunnur,Annad
2012-12-01,Alls,Alls starfandi,16749,Innflytjendur,Annad
2012-12-01,Karlar,Alls starfandi,85693,Alls,Annad
2012-12-01,Karlar,Alls starfandi,77484,Íslenskur bakgrunnur,Annad
2012-12-01,Karlar,Alls starfandi,8209,Innflytjendur,Annad
2012-12-01,Konur,Alls starfandi,80281,Alls,Annad
2012-12-01,Konur,Alls starfandi,71741,Íslenskur bakgrunnur,Annad
2012-12-01,Konur,Alls starfandi,8540,Innflytjendur,Annad
2013-01-01,Alls,Alls starfandi,161952,Alls,Annad
2013-01-01,Alls,Alls starfandi,145554,Íslenskur bakgrunnur,Annad
2013-01-01,Alls,Alls starfandi,16398,Innflytjendur,Annad
2013-01-01,Karlar,Alls starfandi,82948,Alls,Annad
2013-01-01,Karlar,Alls starfandi,74928,Íslenskur bakgrunnur,Annad
2013-01-01,Karlar,Alls starfandi,8020,Innflytjendur,Annad
2013-01-01,Konur,Alls starfandi,79004,Alls,Annad
2013-01-01,Konur,Alls starfandi,70626,Íslenskur bakgrunnur,Annad
2013-01-01,Konur,Alls starfandi,8378,Innflytjendur,Annad
2013-02-01,Alls,Alls starfandi,162236,Alls,Annad
2013-02-01,Alls,Alls starfandi,145545,Íslenskur bakgrunnur,Annad
2013-02-01,Alls,Alls starfandi,16691,Innflytjendur,Annad
2013-02-01,Karlar,Alls starfandi,83352,Alls,Annad
2013-02-01,Karlar,Alls starfandi,75158,Íslenskur bakgrunnur,Annad
2013-02-01,Karlar,Alls starfandi,8194,Innflytjendur,Annad
2013-02-01,Konur,Alls starfandi,78883,Alls,Annad
2013-02-01,Konur,Alls starfandi,70386,Íslenskur bakgrunnur,Annad
2013-02-01,Konur,Alls starfandi,8497,Innflytjendur,Annad
2013-03-01,Alls,Alls starfandi,163249,Alls,Annad
2013-03-01,Alls,Alls starfandi,146233,Íslenskur bakgrunnur,Annad
2013-03-01,Alls,Alls starfandi,17016,Innflytjendur,Annad
2013-03-01,Karlar,Alls starfandi,83942,Alls,Annad
2013-03-01,Karlar,Alls starfandi,75555,Íslenskur bakgrunnur,Annad
2013-03-01,Karlar,Alls starfandi,8387,Innflytjendur,Annad
2013-03-01,Konur,Alls starfandi,79305,Alls,Annad
2013-03-01,Konur,Alls starfandi,70676,Íslenskur bakgrunnur,Annad
2013-03-01,Konur,Alls starfandi,8629,Innflytjendur,Annad
2013-04-01,Alls,Alls starfandi,164561,Alls,Annad
2013-04-01,Alls,Alls starfandi,147320,Íslenskur bakgrunnur,Annad
2013-04-01,Alls,Alls starfandi,17241,Innflytjendur,Annad
2013-04-01,Karlar,Alls starfandi,84872,Alls,Annad
2013-04-01,Karlar,Alls starfandi,76368,Íslenskur bakgrunnur,Annad
2013-04-01,Karlar,Alls starfandi,8504,Innflytjendur,Annad
2013-04-01,Konur,Alls starfandi,79687,Alls,Annad
2013-04-01,Konur,Alls starfandi,70950,Íslenskur bakgrunnur,Annad
2013-04-01,Konur,Alls starfandi,8737,Innflytjendur,Annad
2013-05-01,Alls,Alls starfandi,171050,Alls,Annad
2013-05-01,Alls,Alls starfandi,153308,Íslenskur bakgrunnur,Annad
2013-05-01,Alls,Alls starfandi,17742,Innflytjendur,Annad
2013-05-01,Karlar,Alls starfandi,88561,Alls,Annad
2013-05-01,Karlar,Alls starfandi,79794,Íslenskur bakgrunnur,Annad
2013-05-01,Karlar,Alls starfandi,8767,Innflytjendur,Annad
2013-05-01,Konur,Alls starfandi,82487,Alls,Annad
2013-05-01,Konur,Alls starfandi,73512,Íslenskur bakgrunnur,Annad
2013-05-01,Konur,Alls starfandi,8975,Innflytjendur,Annad
2013-06-01,Alls,Alls starfandi,181442,Alls,Annad
2013-06-01,Alls,Alls starfandi,163251,Íslenskur bakgrunnur,Annad
2013-06-01,Alls,Alls starfandi,18191,Innflytjendur,Annad
2013-06-01,Karlar,Alls starfandi,94205,Alls,Annad
2013-06-01,Karlar,Alls starfandi,85219,Íslenskur bakgrunnur,Annad
2013-06-01,Karlar,Alls starfandi,8986,Innflytjendur,Annad
2013-06-01,Konur,Alls starfandi,87236,Alls,Annad
2013-06-01,Konur,Alls starfandi,78031,Íslenskur bakgrunnur,Annad
2013-06-01,Konur,Alls starfandi,9205,Innflytjendur,Annad
2013-07-01,Alls,Alls starfandi,182952,Alls,Annad
2013-07-01,Alls,Alls starfandi,164926,Íslenskur bakgrunnur,Annad
2013-07-01,Alls,Alls starfandi,18026,Innflytjendur,Annad
2013-07-01,Karlar,Alls starfandi,95476,Alls,Annad
2013-07-01,Karlar,Alls starfandi,86593,Íslenskur bakgrunnur,Annad
2013-07-01,Karlar,Alls starfandi,8883,Innflytjendur,Annad
2013-07-01,Konur,Alls starfandi,87475,Alls,Annad
2013-07-01,Konur,Alls starfandi,78332,Íslenskur bakgrunnur,Annad
2013-07-01,Konur,Alls starfandi,9143,Innflytjendur,Annad
2013-08-01,Alls,Alls starfandi,180161,Alls,Annad
2013-08-01,Alls,Alls starfandi,161771,Íslenskur bakgrunnur,Annad
2013-08-01,Alls,Alls starfandi,18390,Innflytjendur,Annad
2013-08-01,Karlar,Alls starfandi,93716,Alls,Annad
2013-08-01,Karlar,Alls starfandi,84673,Íslenskur bakgrunnur,Annad
2013-08-01,Karlar,Alls starfandi,9043,Innflytjendur,Annad
2013-08-01,Konur,Alls starfandi,86444,Alls,Annad
2013-08-01,Konur,Alls starfandi,77097,Íslenskur bakgrunnur,Annad
2013-08-01,Konur,Alls starfandi,9347,Innflytjendur,Annad
2013-09-01,Alls,Alls starfandi,171818,Alls,Annad
2013-09-01,Alls,Alls starfandi,152862,Íslenskur bakgrunnur,Annad
2013-09-01,Alls,Alls starfandi,18956,Innflytjendur,Annad
2013-09-01,Karlar,Alls starfandi,88807,Alls,Annad
2013-09-01,Karlar,Alls starfandi,79320,Íslenskur bakgrunnur,Annad
2013-09-01,Karlar,Alls starfandi,9487,Innflytjendur,Annad
2013-09-01,Konur,Alls starfandi,83009,Alls,Annad
2013-09-01,Konur,Alls starfandi,73541,Íslenskur bakgrunnur,Annad
2013-09-01,Konur,Alls starfandi,9468,Innflytjendur,Annad
2013-10-01,Alls,Alls starfandi,168547,Alls,Annad
2013-10-01,Alls,Alls starfandi,149765,Íslenskur bakgrunnur,Annad
2013-10-01,Alls,Alls starfandi,18782,Innflytjendur,Annad
2013-10-01,Karlar,Alls starfandi,87197,Alls,Annad
2013-10-01,Karlar,Alls starfandi,77748,Íslenskur bakgrunnur,Annad
2013-10-01,Karlar,Alls starfandi,9449,Innflytjendur,Annad
2013-10-01,Konur,Alls starfandi,81348,Alls,Annad
2013-10-01,Konur,Alls starfandi,72016,Íslenskur bakgrunnur,Annad
2013-10-01,Konur,Alls starfandi,9332,Innflytjendur,Annad
2013-11-01,Alls,Alls starfandi,168680,Alls,Annad
2013-11-01,Alls,Alls starfandi,150153,Íslenskur bakgrunnur,Annad
2013-11-01,Alls,Alls starfandi,18527,Innflytjendur,Annad
2013-11-01,Karlar,Alls starfandi,87046,Alls,Annad
2013-11-01,Karlar,Alls starfandi,77830,Íslenskur bakgrunnur,Annad
2013-11-01,Karlar,Alls starfandi,9216,Innflytjendur,Annad
2013-11-01,Konur,Alls starfandi,81632,Alls,Annad
2013-11-01,Konur,Alls starfandi,72322,Íslenskur bakgrunnur,Annad
2013-11-01,Konur,Alls starfandi,9310,Innflytjendur,Annad
2013-12-01,Alls,Alls starfandi,170672,Alls,Annad
2013-12-01,Alls,Alls starfandi,152347,Íslenskur bakgrunnur,Annad
2013-12-01,Alls,Alls starfandi,18325,Innflytjendur,Annad
2013-12-01,Karlar,Alls starfandi,88106,Alls,Annad
2013-12-01,Karlar,Alls starfandi,79068,Íslenskur bakgrunnur,Annad
2013-12-01,Karlar,Alls starfandi,9038,Innflytjendur,Annad
2013-12-01,Konur,Alls starfandi,82565,Alls,Annad
2013-12-01,Konur,Alls starfandi,73278,Íslenskur bakgrunnur,Annad
2013-12-01,Konur,Alls starfandi,9287,Innflytjendur,Annad
2014-01-01,Alls,Alls starfandi,166156,Alls,Annad
2014-01-01,Alls,Alls starfandi,148242,Íslenskur bakgrunnur,Annad
2014-01-01,Alls,Alls starfandi,17914,Innflytjendur,Annad
2014-01-01,Karlar,Alls starfandi,85103,Alls,Annad
2014-01-01,Karlar,Alls starfandi,76295,Íslenskur bakgrunnur,Annad
2014-01-01,Karlar,Alls starfandi,8808,Innflytjendur,Annad
2014-01-01,Konur,Alls starfandi,81052,Alls,Annad
2014-01-01,Konur,Alls starfandi,71946,Íslenskur bakgrunnur,Annad
2014-01-01,Konur,Alls starfandi,9106,Innflytjendur,Annad
2014-02-01,Alls,Alls starfandi,166172,Alls,Annad
2014-02-01,Alls,Alls starfandi,147968,Íslenskur bakgrunnur,Annad
2014-02-01,Alls,Alls starfandi,18204,Innflytjendur,Annad
2014-02-01,Karlar,Alls starfandi,85339,Alls,Annad
2014-02-01,Karlar,Alls starfandi,76365,Íslenskur bakgrunnur,Annad
2014-02-01,Karlar,Alls starfandi,8974,Innflytjendur,Annad
2014-02-01,Konur,Alls starfandi,80832,Alls,Annad
2014-02-01,Konur,Alls starfandi,71602,Íslenskur bakgrunnur,Annad
2014-02-01,Konur,Alls starfandi,9230,Innflytjendur,Annad
2014-03-01,Alls,Alls starfandi,167631,Alls,Annad
2014-03-01,Alls,Alls starfandi,149124,Íslenskur bakgrunnur,Annad
2014-03-01,Alls,Alls starfandi,18507,Innflytjendur,Annad
2014-03-01,Karlar,Alls starfandi,86341,Alls,Annad
2014-03-01,Karlar,Alls starfandi,77168,Íslenskur bakgrunnur,Annad
2014-03-01,Karlar,Alls starfandi,9173,Innflytjendur,Annad
2014-03-01,Konur,Alls starfandi,81289,Alls,Annad
2014-03-01,Konur,Alls starfandi,71955,Íslenskur bakgrunnur,Annad
2014-03-01,Konur,Alls starfandi,9334,Innflytjendur,Annad
2014-04-01,Alls,Alls starfandi,168705,Alls,Annad
2014-04-01,Alls,Alls starfandi,150040,Íslenskur bakgrunnur,Annad
2014-04-01,Alls,Alls starfandi,18665,Innflytjendur,Annad
2014-04-01,Karlar,Alls starfandi,87076,Alls,Annad
2014-04-01,Karlar,Alls starfandi,77812,Íslenskur bakgrunnur,Annad
2014-04-01,Karlar,Alls starfandi,9264,Innflytjendur,Annad
2014-04-01,Konur,Alls starfandi,81628,Alls,Annad
2014-04-01,Konur,Alls starfandi,72227,Íslenskur bakgrunnur,Annad
2014-04-01,Konur,Alls starfandi,9401,Innflytjendur,Annad
2014-05-01,Alls,Alls starfandi,174779,Alls,Annad
2014-05-01,Alls,Alls starfandi,155507,Íslenskur bakgrunnur,Annad
2014-05-01,Alls,Alls starfandi,19272,Innflytjendur,Annad
2014-05-01,Karlar,Alls starfandi,90377,Alls,Annad
2014-05-01,Karlar,Alls starfandi,80831,Íslenskur bakgrunnur,Annad
2014-05-01,Karlar,Alls starfandi,9546,Innflytjendur,Annad
2014-05-01,Konur,Alls starfandi,84401,Alls,Annad
2014-05-01,Konur,Alls starfandi,74675,Íslenskur bakgrunnur,Annad
2014-05-01,Konur,Alls starfandi,9726,Innflytjendur,Annad
2014-06-01,Alls,Alls starfandi,185172,Alls,Annad
2014-06-01,Alls,Alls starfandi,165467,Íslenskur bakgrunnur,Annad
2014-06-01,Alls,Alls starfandi,19705,Innflytjendur,Annad
2014-06-01,Karlar,Alls starfandi,96106,Alls,Annad
2014-06-01,Karlar,Alls starfandi,86337,Íslenskur bakgrunnur,Annad
2014-06-01,Karlar,Alls starfandi,9769,Innflytjendur,Annad
2014-06-01,Konur,Alls starfandi,89065,Alls,Annad
2014-06-01,Konur,Alls starfandi,79129,Íslenskur bakgrunnur,Annad
2014-06-01,Konur,Alls starfandi,9936,Innflytjendur,Annad
2014-07-01,Alls,Alls starfandi,186802,Alls,Annad
2014-07-01,Alls,Alls starfandi,167223,Íslenskur bakgrunnur,Annad
2014-07-01,Alls,Alls starfandi,19579,Innflytjendur,Annad
2014-07-01,Karlar,Alls starfandi,97331,Alls,Annad
2014-07-01,Karlar,Alls starfandi,87662,Íslenskur bakgrunnur,Annad
2014-07-01,Karlar,Alls starfandi,9669,Innflytjendur,Annad
2014-07-01,Konur,Alls starfandi,89469,Alls,Annad
2014-07-01,Konur,Alls starfandi,79560,Íslenskur bakgrunnur,Annad
2014-07-01,Konur,Alls starfandi,9909,Innflytjendur,Annad
2014-08-01,Alls,Alls starfandi,183980,Alls,Annad
2014-08-01,Alls,Alls starfandi,163938,Íslenskur bakgrunnur,Annad
2014-08-01,Alls,Alls starfandi,20042,Innflytjendur,Annad
2014-08-01,Karlar,Alls starfandi,95599,Alls,Annad
2014-08-01,Karlar,Alls starfandi,85706,Íslenskur bakgrunnur,Annad
2014-08-01,Karlar,Alls starfandi,9893,Innflytjendur,Annad
2014-08-01,Konur,Alls starfandi,88379,Alls,Annad
2014-08-01,Konur,Alls starfandi,78231,Íslenskur bakgrunnur,Annad
2014-08-01,Konur,Alls starfandi,10148,Innflytjendur,Annad
2014-09-01,Alls,Alls starfandi,176195,Alls,Annad
2014-09-01,Alls,Alls starfandi,155558,Íslenskur bakgrunnur,Annad
2014-09-01,Alls,Alls starfandi,20637,Innflytjendur,Annad
2014-09-01,Karlar,Alls starfandi,91025,Alls,Annad
2014-09-01,Karlar,Alls starfandi,80638,Íslenskur bakgrunnur,Annad
2014-09-01,Karlar,Alls starfandi,10387,Innflytjendur,Annad
2014-09-01,Konur,Alls starfandi,85168,Alls,Annad
2014-09-01,Konur,Alls starfandi,74919,Íslenskur bakgrunnur,Annad
2014-09-01,Konur,Alls starfandi,10249,Innflytjendur,Annad
2014-10-01,Alls,Alls starfandi,172759,Alls,Annad
2014-10-01,Alls,Alls starfandi,152345,Íslenskur bakgrunnur,Annad
2014-10-01,Alls,Alls starfandi,20414,Innflytjendur,Annad
2014-10-01,Karlar,Alls starfandi,89380,Alls,Annad
2014-10-01,Karlar,Alls starfandi,79021,Íslenskur bakgrunnur,Annad
2014-10-01,Karlar,Alls starfandi,10359,Innflytjendur,Annad
2014-10-01,Konur,Alls starfandi,83377,Alls,Annad
2014-10-01,Konur,Alls starfandi,73323,Íslenskur bakgrunnur,Annad
2014-10-01,Konur,Alls starfandi,10054,Innflytjendur,Annad
2014-11-01,Alls,Alls starfandi,172990,Alls,Annad
2014-11-01,Alls,Alls starfandi,152850,Íslenskur bakgrunnur,Annad
2014-11-01,Alls,Alls starfandi,20140,Innflytjendur,Annad
2014-11-01,Karlar,Alls starfandi,89297,Alls,Annad
2014-11-01,Karlar,Alls starfandi,79145,Íslenskur bakgrunnur,Annad
2014-11-01,Karlar,Alls starfandi,10152,Innflytjendur,Annad
2014-11-01,Konur,Alls starfandi,83691,Alls,Annad
2014-11-01,Konur,Alls starfandi,73704,Íslenskur bakgrunnur,Annad
2014-11-01,Konur,Alls starfandi,9987,Innflytjendur,Annad
2014-12-01,Alls,Alls starfandi,174079,Alls,Annad
2014-12-01,Alls,Alls starfandi,154238,Íslenskur bakgrunnur,Annad
2014-12-01,Alls,Alls starfandi,19841,Innflytjendur,Annad
2014-12-01,Karlar,Alls starfandi,89975,Alls,Annad
2014-12-01,Karlar,Alls starfandi,80020,Íslenskur bakgrunnur,Annad
2014-12-01,Karlar,Alls starfandi,9955,Innflytjendur,Annad
2014-12-01,Konur,Alls starfandi,84102,Alls,Annad
2014-12-01,Konur,Alls starfandi,74217,Íslenskur bakgrunnur,Annad
2014-12-01,Konur,Alls starfandi,9885,Innflytjendur,Annad
2015-01-01,Alls,Alls starfandi,170045,Alls,Annad
2015-01-01,Alls,Alls starfandi,150603,Íslenskur bakgrunnur,Annad
2015-01-01,Alls,Alls starfandi,19442,Innflytjendur,Annad
2015-01-01,Karlar,Alls starfandi,87445,Alls,Annad
2015-01-01,Karlar,Alls starfandi,77746,Íslenskur bakgrunnur,Annad
2015-01-01,Karlar,Alls starfandi,9699,Innflytjendur,Annad
2015-01-01,Konur,Alls starfandi,82598,Alls,Annad
2015-01-01,Konur,Alls starfandi,72856,Íslenskur bakgrunnur,Annad
2015-01-01,Konur,Alls starfandi,9742,Innflytjendur,Annad
2015-02-01,Alls,Alls starfandi,170012,Alls,Annad
2015-02-01,Alls,Alls starfandi,150275,Íslenskur bakgrunnur,Annad
2015-02-01,Alls,Alls starfandi,19737,Innflytjendur,Annad
2015-02-01,Karlar,Alls starfandi,87690,Alls,Annad
2015-02-01,Karlar,Alls starfandi,77801,Íslenskur bakgrunnur,Annad
2015-02-01,Karlar,Alls starfandi,9889,Innflytjendur,Annad
2015-02-01,Konur,Alls starfandi,82320,Alls,Annad
2015-02-01,Konur,Alls starfandi,72473,Íslenskur bakgrunnur,Annad
2015-02-01,Konur,Alls starfandi,9847,Innflytjendur,Annad
2015-03-01,Alls,Alls starfandi,171598,Alls,Annad
2015-03-01,Alls,Alls starfandi,151450,Íslenskur bakgrunnur,Annad
2015-03-01,Alls,Alls starfandi,20148,Innflytjendur,Annad
2015-03-01,Karlar,Alls starfandi,88700,Alls,Annad
2015-03-01,Karlar,Alls starfandi,78592,Íslenskur bakgrunnur,Annad
2015-03-01,Karlar,Alls starfandi,10108,Innflytjendur,Annad
